fideid, riskscores
3500780, 86.73333333333333, 137.5897435897436, 147.52727272727273 
1500562, 129.671875, 117.57142857142857 
6316590, 119.34782608695652, 161.0, 159.64705882352942, 141.6153846153846, 100.15384615384616, 171.13888888888889, 141.85416666666666, 156.87878787878788, 129.21951219512195, 132.41176470588235, 130.8695652173913, 125.15625, 116.36065573770492, 150.92307692307693, 127.78, 144.7, 175.9268292682927 
703303, 140.3235294117647, 123.76470588235294, 112.5945945945946, 138.78048780487805, 139.5483870967742, 139.64705882352942, 144.9387755102041, 142.23333333333332, 141.5151515151515, 136.83333333333334, 139.7027027027027, 145.16666666666666, 139.72222222222223, 137.3235294117647, 132.21794871794873, 131.22857142857143, 142.78378378378378, 134.13513513513513, 132.0, 99.0506329113924, 138.85185185185185, 131.8125, 139.6153846153846, 140.78947368421052, 136.53703703703704, 136.36764705882354, 129.27906976744185, 134.83783783783784, 140.8, 136.02564102564102, 136.96875, 145.34545454545454, 110.90243902439025, 122.61111111111111, 143.51923076923077, 132.21818181818182, 130.97727272727272, 145.6, 143.67567567567568, 113.96153846153847, 151.35, 130.1081081081081, 126.5925925925926, 135.62857142857143, 143.63333333333333, 119.16666666666667, 149.32142857142858, 141.46031746031747, 163.70909090909092, 122.96969696969697, 141.67857142857142, 133.70967741935485, 151.62264150943398, 140.88571428571427, 106.4, 129.92307692307693, 127.94594594594595, 118.53571428571429, 134.12727272727273, 160.72413793103448, 140.27551020408163, 124.6, 107.2051282051282, 118.35714285714286, 138.56756756756758, 134.97058823529412, 159.40983606557376, 139.6206896551724, 142.5, 126.8125, 140.15, 121.58823529411765, 147.7, 156.3684210526316, 133.79166666666666, 141.97916666666666, 142.34883720930233, 142.51612903225808, 142.33333333333334, 139.10204081632654, 136.5, 140.275, 139.66666666666666, 136.52777777777777, 142.7941176470588, 128.9558823529412, 117.68085106382979, 140.56666666666666, 109.30952380952381, 123.29411764705883, 140.23333333333332, 137.63636363636363, 139.575, 114.46969696969697, 173.6315789473684, 130.8846153846154, 123.97674418604652, 142.13953488372093, 120.0, 146.79245283018867, 120.54761904761905, 128.45833333333334, 140.60714285714286, 138.5909090909091, 108.93617021276596, 139.1290322580645, 140.04545454545453, 146.3 
9314946, 149.7826086956522 
5018293, 159.8840579710145, 153.8421052631579, 142.55, 130.08823529411765, 151.83783783783784, 155.0, 119.42553191489361, 157.225, 133.71186440677965, 132.54545454545453, 154.140350877193 
3901513, 141.3877551020408, 153.0857142857143, 125.05172413793103, 127.8125, 121.125, 137.34285714285716, 173.72093023255815, 145.04761904761904, 152.7058823529412, 113.36363636363636 
30908140, 127.56666666666666, 130.16129032258064, 116.93333333333334, 127.68085106382979, 117.85365853658537, 128.88636363636363, 144.98245614035088, 144.28205128205127, 117.42857142857143 
35018329, 142.35294117647058, 158.02173913043478, 154.16129032258064, 122.94444444444444, 139.1969696969697, 144.0, 149.625 
3801497, 108.72727272727273, 141.975, 139.47368421052633, 120.73809523809524, 161.93939393939394, 138.8, 101.25641025641026, 132.92, 126.4, 136.1851851851852, 139.0, 144.5, 144.36666666666667, 134.11320754716982, 142.11363636363637, 132.11904761904762, 132.3421052631579, 151.2058823529412, 115.65, 124.44444444444444, 182.61363636363637, 105.58064516129032, 126.5, 83.9, 140.90625, 124.09375, 147.46511627906978, 135.53191489361703, 134.7, 141.2156862745098, 143.97727272727272, 103.78, 129.11111111111111, 140.94594594594594, 119.57777777777778, 127.88888888888889, 138.85714285714286, 146.64583333333334, 139.38888888888889, 138.4814814814815, 138.48, 122.5925925925926, 115.25806451612904, 137.4731182795699, 147.13333333333333, 109.04878048780488, 124.26190476190476, 114.0625, 133.76119402985074, 127.7258064516129, 83.5, 148.525, 130.76470588235293, 122.6842105263158, 121.88461538461539, 120.41025641025641, 141.9811320754717, 138.41463414634146, 131.80645161290323, 145.46341463414635, 113.91666666666667, 141.06060606060606, 146.82051282051282, 136.15686274509804, 152.75, 118.58064516129032, 163.51162790697674, 140.07407407407408, 132.1851851851852, 122.23809523809524, 126.46666666666667, 130.325, 108.48387096774194, 132.03225806451613, 120.83870967741936, 125.52380952380952, 145.33333333333334, 141.76923076923077, 132.16666666666666, 141.97297297297297, 127.40163934426229, 134.55102040816325, 140.41666666666666, 136.65217391304347, 152.92105263157896, 172.13793103448276, 139.8235294117647 
2616688, 142.05128205128204, 143.52272727272728, 149.4375, 115.175, 122.375, 155.08474576271186, 138.05263157894737, 145.53191489361703, 139.30434782608697, 144.1086956521739, 111.4047619047619, 141.98275862068965, 138.57142857142858, 150.45, 109.54054054054055, 139.5483870967742, 147.64102564102564, 138.73333333333332, 143.57777777777778, 104.04878048780488, 142.85365853658536, 116.96153846153847, 137.60416666666666, 129.3684210526316, 154.69230769230768, 144.71052631578948, 137.1875, 126.0, 130.97222222222223, 137.64285714285714, 126.25, 146.0, 137.97826086956522, 151.91954022988506, 131.7111111111111, 131.9404761904762, 159.76666666666668 
5046386, 153.3469387755102, 117.67164179104478 
14609770, 125.94117647058823, 139.59183673469389, 170.5, 143.15384615384616, 144.90243902439025, 113.86363636363636, 170.76470588235293, 151.8, 153.96610169491527, 149.73015873015873 
14619750, 140.43333333333334, 131.08333333333334, 133.16666666666666, 125.04444444444445, 156.66666666666666, 153.78787878787878, 119.275, 137.7, 144.7826086956522 
1121731, 126.75 
12955418, 107.23076923076923, 112.79411764705883, 147.23333333333332, 118.66666666666667, 187.10256410256412, 127.19148936170212, 141.61111111111111, 142.8108108108108, 140.4516129032258, 150.95454545454547, 124.875 
3227804, 129.23076923076923, 133.71428571428572, 152.41666666666666, 128.97674418604652, 116.12903225806451 
873349, 124.34117647058824, 129.93333333333334, 112.90625, 174.3658536585366, 142.63076923076923, 123.84615384615384, 143.83333333333334, 126.51612903225806, 112.94117647058823, 139.1, 123.88888888888889, 126.6, 139.28571428571428, 159.16, 133.29268292682926, 92.8157894736842, 136.25 
21891940, 126.97297297297297, 146.75, 148.14285714285714, 130.0 
22742360, 143.4, 166.74576271186442, 152.22222222222223, 151.4 
10217037, 108.21739130434783, 173.72727272727272, 146.48275862068965, 177.0, 144.33333333333334, 151.58823529411765, 116.79545454545455, 143.1875 
6530109, 156.3111111111111 
7912927, 151.1764705882353, 143.61818181818182 
5800803, 127.66666666666667, 106.4090909090909, 141.04651162790697, 119.8, 142.74074074074073, 118.0, 147.7173913043478 
14558580, 168.2127659574468, 156.44444444444446, 135.09302325581396, 145.92592592592592, 131.84 
22766863, 154.3939393939394, 133.56521739130434, 117.92857142857143, 161.58333333333334, 143.30434782608697, 153.625, 118.31428571428572, 96.72222222222223, 153.55882352941177 
12819093, 123.425, 141.3030303030303, 169.4047619047619, 127.15151515151516, 173.86111111111111, 134.7, 142.75, 113.6923076923077, 129.4090909090909, 165.96226415094338, 114.42857142857143 
4135997, 119.13333333333334, 129.59574468085106, 140.77777777777777, 126.4054054054054, 138.10344827586206, 118.38461538461539, 144.74545454545455, 141.13846153846154, 115.70370370370371, 126.2439024390244, 127.53191489361703, 134.15, 119.8125, 131.51470588235293 
20687800, 109.22222222222223, 173.27272727272728, 138.89285714285714, 120.72972972972973, 148.21052631578948 
360783, 97.0 
6305440, 136.52380952380952, 148.06666666666666, 177.20634920634922, 141.22784810126583, 130.95454545454547, 144.80555555555554, 142.83636363636364, 147.59574468085106, 137.54545454545453, 129.79591836734693, 146.10204081632654, 137.1875, 138.3125, 125.92307692307692, 130.57575757575756, 162.0, 148.42307692307693, 137.31914893617022, 148.76, 131.48387096774192, 135.81666666666666, 149.64285714285714, 170.28 
1700057, 140.96428571428572, 142.35, 117.3076923076923, 128.75, 122.6875, 104.21052631578948, 106.38461538461539 
14573210, 144.28070175438597, 144.5151515151515, 154.61111111111111, 142.47368421052633, 121.0909090909091, 131.0142857142857 
2279380, 137.13953488372093, 166.31578947368422, 168.33333333333334, 131.94444444444446, 113.52173913043478, 106.63888888888889, 153.0, 168.375, 121.675, 132.9318181818182, 128.05263157894737, 141.1, 157.04166666666666, 176.45454545454547 
21839107, 142.2, 160.94444444444446 
133558, 125.06060606060606, 137.625, 125.02631578947368, 154.69230769230768, 138.97222222222223, 125.17142857142858, 129.1, 147.27272727272728 
34347836, 171.48979591836735, 152.0, 105.05555555555556, 155.4375, 138.66666666666666, 111.67647058823529, 131.32432432432432, 168.88235294117646, 109.06756756756756, 138.17391304347825 
4401913, 138.76363636363635, 137.83333333333334, 137.0, 127.56, 102.24137931034483, 101.14634146341463, 149.77777777777777, 139.42307692307693, 153.6206896551724, 136.10526315789474, 165.44897959183675, 141.61290322580646, 135.6, 156.6875, 121.54629629629629, 132.27586206896552, 121.96551724137932, 104.33928571428571, 116.93548387096774, 138.67307692307693, 146.66666666666666, 134.14814814814815, 164.10526315789474, 137.57142857142858 
1124234, 136.6, 141.52, 145.609756097561, 141.6875 
5204100, 120.96774193548387, 136.4375, 143.4375, 137.54054054054055, 109.8, 127.58823529411765, 120.8125, 95.25714285714285, 147.23636363636365, 143.3658536585366 
130869, 140.57777777777778, 131.7037037037037, 125.97619047619048, 147.4375, 134.88, 122.0 
4471687, 161.55, 129.58333333333334, 117.63157894736842 
191647, 180.64864864864865, 136.57692307692307, 159.82978723404256, 150.1875 
1302981, 129.7037037037037, 136.92105263157896, 101.0, 132.4375, 142.48717948717947, 107.18181818181819, 117.85 
508381, 124.83333333333333, 140.8695652173913, 139.609756097561, 145.3921568627451, 122.7 
695025, 115.93548387096774, 142.11111111111111, 139.3235294117647, 157.5581395348837, 175.02380952380952, 133.27659574468086, 147.02325581395348, 133.46938775510205, 153.1764705882353 
1622595, 145.28333333333333, 143.0, 111.21428571428571, 137.23076923076923 
4616960, 139.17142857142858, 120.87878787878788, 127.60416666666667, 122.42307692307692, 106.03333333333333, 137.1219512195122, 147.3846153846154 
12995444, 130.73076923076923, 164.95238095238096, 121.52380952380952, 145.9090909090909 
34533737, 82.15, 152.36363636363637, 141.2051282051282, 166.27272727272728, 115.925, 149.28947368421052, 160.61111111111111, 131.75 
705438, 128.79591836734693, 161.57575757575756, 108.15151515151516, 166.3783783783784, 128.76470588235293 
10203133, 131.6304347826087 
1610562, 146.02941176470588, 135.96428571428572, 158.6341463414634, 138.42105263157896, 142.77777777777777, 138.37142857142857 
24109002, 152.45762711864407, 176.55555555555554, 159.21153846153845, 132.73333333333332, 120.69565217391305, 139.15625, 143.83783783783784 
1229907, 133.78571428571428, 120.08333333333333, 132.0909090909091, 114.10204081632654, 144.57575757575756, 170.14893617021278, 127.79069767441861, 119.39285714285714, 131.34285714285716 
1195603, 147.81578947368422, 140.8, 128.875, 118.25, 111.13953488372093, 126.6969696969697, 132.18, 171.97701149425288, 129.1076923076923, 139.07692307692307, 156.56140350877192, 171.6904761904762, 161.1627906976744, 162.61904761904762, 155.15, 143.03225806451613, 167.46666666666667, 111.91176470588235, 150.6060606060606, 126.3157894736842, 149.28125, 129.76470588235293 
2812703, 135.7173913043478, 150.66666666666666, 136.625, 179.9607843137255, 145.17142857142858, 149.9655172413793, 136.1875 
24159506, 70.85714285714286 
2205785, 137.71666666666667 
12965235, 144.0 
12908088, 121.74285714285715, 143.36666666666667, 149.54054054054055, 136.125, 137.51923076923077, 144.02409638554218, 130.23529411764707, 132.2608695652174, 131.98076923076923, 122.77777777777777, 139.9, 160.21875, 132.82857142857142, 136.66666666666666, 143.6341463414634, 140.2941176470588, 124.6376811594203, 141.97222222222223, 116.18571428571428, 127.21212121212122, 137.95238095238096, 141.97297297297297, 117.04761904761905, 116.05263157894737, 135.9090909090909, 104.86274509803921, 124.50769230769231, 168.91836734693877, 128.98214285714286, 130.5, 121.06666666666666, 114.17894736842105, 122.63636363636364, 138.9375, 166.92, 131.02173913043478, 133.61764705882354, 99.03846153846153, 131.9558823529412, 143.5438596491228, 121.3125, 134.85, 137.69230769230768, 117.89655172413794, 136.1904761904762, 123.73333333333333, 115.28571428571429, 97.3, 138.97560975609755, 130.25581395348837, 147.23684210526315, 129.24, 144.24, 125.06976744186046, 131.5531914893617 
14179520, 152.91666666666666, 154.23333333333332, 158.92857142857142, 132.25, 127.77966101694915, 116.85365853658537, 154.6590909090909, 115.82352941176471, 152.0, 153.81632653061226, 140.8125, 130.125, 144.08823529411765, 137.08333333333334 
618764, 146.23333333333332 
3000532, 102.02127659574468, 143.4516129032258, 109.23076923076923, 132.64102564102564, 140.41176470588235, 123.54285714285714, 148.75, 144.91304347826087, 109.25, 148.77777777777777, 105.8125 
14529823, 127.17647058823529 
13601938, 136.26785714285714, 130.375, 140.47222222222223, 82.19444444444444, 124.37931034482759, 125.33333333333333, 119.0, 134.425, 125.875, 129.0, 136.96774193548387, 122.37735849056604, 147.89583333333334, 91.70270270270271, 107.97222222222223, 123.44117647058823, 123.55263157894737, 98.2, 145.56470588235294, 112.16666666666667, 127.72881355932203, 144.1764705882353, 119.66666666666667, 114.33333333333333 
44169370, 119.17241379310344, 143.125, 128.9811320754717, 147.9298245614035, 102.67924528301887, 137.9625, 113.05084745762711, 167.20634920634922, 146.4848484848485, 118.6470588235294, 124.07317073170732, 111.3015873015873, 171.85714285714286, 141.575, 135.85714285714286, 125.5925925925926 
9202595, 154.6153846153846 
1007270, 144.54166666666666, 109.8108108108108, 138.8, 126.51515151515152, 124.11111111111111, 127.55932203389831, 145.08, 143.0 
1545159, 157.95 
14303116, 146.3783783783784, 156.88888888888889, 154.36363636363637, 108.77272727272727, 131.42105263157896, 143.6060606060606 
12809080, 98.06451612903226, 149.22727272727272, 126.91428571428571, 129.6764705882353, 147.13333333333333, 151.57142857142858, 134.6206896551724, 117.45945945945945 
6350151, 109.2, 124.56962025316456, 129.1875, 93.86666666666666, 150.48076923076923, 102.02380952380952, 136.13636363636363, 130.96428571428572, 132.32142857142858, 140.0, 99.15094339622641, 109.0, 147.875, 159.9811320754717, 130.6, 142.225, 141.8181818181818, 97.25 
3006522, 134.25, 143.91228070175438, 156.27272727272728, 131.75862068965517, 141.140625, 173.1818181818182 
14200082, 144.04347826086956, 141.3846153846154, 130.6875, 155.3846153846154, 101.64150943396227, 127.625, 134.82432432432432, 133.25, 96.94444444444444, 136.9, 141.26315789473685, 133.85, 128.78571428571428, 140.78571428571428, 143.55555555555554, 145.12820512820514, 123.12903225806451, 117.55263157894737, 157.5, 131.23076923076923, 159.8684210526316, 142.35135135135135, 138.77272727272728, 134.84, 142.46, 124.16216216216216, 107.03030303030303, 112.73170731707317, 171.0810810810811, 128.83333333333334, 140.8235294117647, 138.43243243243242, 148.33333333333334, 130.74418604651163, 144.8, 146.375, 140.72727272727272 
1252640, 144.67741935483872, 144.73529411764707, 142.9318181818182, 114.62, 157.84313725490196, 158.625, 129.90625, 143.49056603773585, 136.17021276595744, 162.82608695652175, 132.24324324324326, 162.7608695652174, 133.07142857142858, 116.44827586206897, 165.35294117647058, 154.53658536585365, 134.97727272727272, 170.29268292682926, 153.90625, 114.96153846153847, 152.5, 114.5, 152.0, 141.21951219512195, 148.78571428571428, 137.24489795918367, 135.55555555555554, 109.11363636363636, 152.31666666666666, 132.74468085106383, 144.0909090909091, 165.2258064516129, 120.14285714285714, 171.3265306122449, 142.0 
2250772, 153.23333333333332, 138.76190476190476, 144.2, 125.11428571428571, 141.77631578947367, 152.1875, 145.66666666666666, 168.0344827586207, 142.53333333333333 
2108640, 136.86274509803923, 142.28125, 157.58333333333334, 168.625, 136.33333333333334, 158.7027027027027, 150.83870967741936, 143.31034482758622, 141.5, 132.76, 158.0, 140.72727272727272, 151.34782608695653 
13400215, 124.16949152542372, 144.39285714285714, 135.47727272727272, 140.43333333333334, 104.43076923076923, 142.77142857142857, 151.31428571428572, 142.94642857142858, 155.65384615384616, 122.46428571428571, 105.70588235294117, 134.39655172413794, 110.61290322580645, 129.1764705882353, 140.06451612903226, 138.69565217391303, 147.66666666666666, 99.57894736842105, 139.7111111111111, 129.7037037037037, 119.25925925925925, 131.88571428571427, 128.37142857142857, 137.86666666666667, 167.23529411764707, 110.56 
1201590, 132.75438596491227, 136.88888888888889, 170.02564102564102, 148.66666666666666, 150.0909090909091, 144.86046511627907, 141.71428571428572, 117.64864864864865, 144.01754385964912, 168.68965517241378, 139.11764705882354, 138.88333333333333, 103.03571428571429, 143.78048780487805, 131.08823529411765, 113.05405405405405, 148.8913043478261, 110.9047619047619, 135.89473684210526, 102.54838709677419, 141.82857142857142, 136.65625, 142.10169491525423, 117.63888888888889, 141.87692307692308, 147.23529411764707, 146.35714285714286, 141.50704225352112, 142.96103896103895, 138.7, 114.02739726027397, 132.28169014084506, 133.72340425531914, 145.97222222222223, 137.3, 133.05555555555554, 144.04166666666666, 106.0, 139.6904761904762, 142.40384615384616, 157.58823529411765, 152.2173913043478, 138.96153846153845, 136.62790697674419, 131.38888888888889, 141.71428571428572, 127.05128205128206, 149.98039215686273, 128.94117647058823, 117.62068965517241, 163.83333333333334 
14600269, 137.49056603773585, 134.64583333333334, 122.69444444444444, 133.82051282051282, 135.75, 172.8139534883721, 132.13636363636363, 161.8709677419355, 112.725 
30908477, 115.21875, 137.1153846153846, 145.78125, 116.69444444444444, 149.35897435897436, 123.10810810810811, 142.4090909090909, 124.04761904761905, 128.96153846153845, 125.97435897435898, 130.6341463414634, 146.6851851851852, 144.04255319148936, 132.28813559322035, 123.26666666666667, 115.74683544303798 
24131423, 124.45, 153.390243902439, 148.29166666666666, 152.3, 118.98507462686567, 146.79245283018867, 131.13636363636363, 149.60377358490567, 136.28125, 131.29545454545453, 136.52941176470588, 141.77777777777777, 139.03636363636363, 131.6904761904762, 150.28571428571428, 133.8490566037736, 122.70270270270271, 132.15625, 139.0, 120.44444444444444, 123.96969696969697, 145.79591836734693, 153.97727272727272, 130.42352941176472, 140.83333333333334, 123.55555555555556, 131.66666666666666, 143.69230769230768, 132.675, 141.6875, 105.0, 148.61904761904762, 145.06896551724137, 113.76119402985074, 137.94, 137.33333333333334, 126.475, 126.9375, 116.88888888888889, 94.33333333333333, 125.71111111111111, 148.10204081632654, 104.90625, 141.55172413793105, 149.74468085106383, 144.18032786885246, 100.91666666666667, 140.30769230769232, 143.42424242424244, 139.2325581395349, 150.6875, 153.8181818181818, 141.94594594594594, 118.5952380952381, 138.45, 138.64285714285714, 120.81632653061224, 115.52380952380952, 135.55555555555554, 151.8783783783784, 141.47222222222223, 112.425, 134.6734693877551, 131.6086956521739, 129.5142857142857, 141.55882352941177, 161.83333333333334, 134.609375, 149.5609756097561, 162.17142857142858, 130.46666666666667, 142.02857142857144, 136.0, 152.2089552238806, 134.82608695652175, 147.38709677419354, 135.57142857142858, 147.63636363636363, 134.25, 170.3452380952381, 139.4090909090909, 132.07575757575756, 123.34545454545454, 158.0, 113.07142857142857, 160.89361702127658, 91.8, 136.54074074074074, 109.47222222222223, 128.17021276595744, 117.19354838709677, 124.85714285714286, 141.83333333333334, 146.05555555555554, 152.16981132075472, 127.3076923076923, 141.21428571428572, 125.81481481481481, 131.65714285714284, 142.0151515151515, 151.83333333333334, 150.22641509433961, 142.82022471910113, 132.54054054054055, 81.64864864864865, 134.4, 119.73913043478261, 139.5581395348837, 97.0909090909091, 141.60526315789474, 100.61290322580645, 148.34375, 150.07692307692307, 135.14, 155.54545454545453, 136.61797752808988, 168.65432098765433, 140.1443298969072, 135.64583333333334, 158.19402985074626, 136.84444444444443, 134.95833333333334, 122.83206106870229, 143.52459016393442, 133.67924528301887, 143.6590909090909, 136.76470588235293, 146.08333333333334, 137.1346153846154, 135.03658536585365, 139.5185185185185, 140.71052631578948, 161.5625, 140.87037037037038, 124.35849056603773, 136.9090909090909, 124.75, 170.91935483870967, 126.475, 112.65517241379311, 142.4920634920635, 112.86666666666666, 114.27586206896552, 131.6818181818182, 138.8, 146.4516129032258, 124.43442622950819, 114.96363636363637, 125.82539682539682, 136.1153846153846, 130.69767441860466, 132.2, 158.6315789473684, 129.72727272727272, 129.05882352941177, 124.72093023255815, 121.45614035087719, 137.55555555555554, 107.79452054794521, 141.42857142857142, 99.79591836734694, 127.31481481481481, 141.76923076923077, 142.0, 116.25, 141.75, 135.40816326530611, 138.515625, 123.86206896551724, 144.3684210526316, 168.11764705882354, 108.67441860465117, 133.25454545454545, 128.35714285714286, 109.4, 117.08823529411765, 124.80555555555556, 144.41071428571428, 118.18181818181819, 137.55555555555554, 142.61764705882354, 96.97727272727273, 142.35714285714286, 123.52380952380952, 125.725, 124.96969696969697, 106.61363636363636, 129.09615384615384, 125.94915254237289, 136.16666666666666, 142.60714285714286, 129.23809523809524, 137.72413793103448 
34127515, 125.37037037037037, 121.9090909090909, 135.1818181818182, 129.08510638297872, 161.57894736842104, 127.328125, 140.28333333333333, 157.1851851851852, 137.0483870967742, 114.83333333333333, 117.28125, 148.34920634920636, 126.43589743589743, 131.46153846153845, 128.875, 166.50943396226415, 162.52173913043478, 129.6304347826087, 142.2 
9004254, 138.82608695652175, 134.93939393939394, 142.1590909090909 
1257170, 129.84615384615384, 113.075, 107.32608695652173, 141.44144144144144, 138.85185185185185, 147.95238095238096, 145.88709677419354, 86.075, 130.3409090909091 
2106515, 138.5441176470588, 108.88888888888889, 141.4814814814815, 135.0204081632653, 133.2258064516129, 148.75, 121.3265306122449, 137.44117647058823, 90.66666666666667 
34189197, 138.51612903225808, 146.79310344827587, 134.67741935483872, 144.74418604651163, 135.76666666666668, 142.72222222222223, 136.2037037037037, 124.51515151515152, 132.0408163265306, 137.59459459459458, 132.33333333333334, 136.22727272727272, 133.89583333333334, 148.04444444444445, 122.72222222222223, 129.43333333333334 
3011666, 130.94230769230768, 151.66666666666666, 130.96, 151.31428571428572 
8604282, 142.16666666666666, 138.0, 109.6, 108.54285714285714, 103.48275862068965, 136.98305084745763, 111.1875, 133.7, 126.85714285714286, 136.5185185185185, 140.8181818181818, 104.96296296296296, 138.9268292682927, 123.03448275862068, 140.3921568627451, 128.91304347826087, 145.16326530612244, 162.125, 134.15151515151516, 135.76470588235293, 104.51388888888889, 154.89583333333334, 138.375, 123.96491228070175, 115.79166666666667, 140.1818181818182, 158.0204081632653, 122.6923076923077, 100.42307692307692, 135.4418604651163, 123.86363636363636, 114.02702702702703 
1199498, 140.31428571428572, 145.34375, 94.0909090909091, 128.32835820895522, 135.47619047619048, 142.08333333333334, 137.5625, 148.03225806451613, 122.56896551724138, 139.92307692307693, 143.86206896551724, 137.33333333333334, 136.7027027027027, 121.69767441860465, 125.58064516129032, 114.625, 131.21666666666667, 139.91935483870967, 146.33333333333334, 139.1219512195122, 133.82758620689654 
14114550, 123.52380952380952, 137.43939393939394, 142.46341463414635, 141.33333333333334, 168.85, 117.9375, 155.1951219512195, 143.7, 139.68085106382978, 134.5625, 145.17777777777778, 158.45714285714286, 139.2, 146.0810810810811, 56.0, 130.48979591836735, 141.62962962962962, 146.48936170212767, 137.6734693877551, 155.89473684210526, 143.52941176470588, 142.6, 130.09259259259258, 128.53571428571428, 130.4848484848485, 149.7843137254902, 137.26923076923077, 102.43243243243244, 118.02, 118.11904761904762, 131.08333333333334, 97.0, 136.53571428571428, 142.9056603773585, 146.0735294117647, 135.36363636363637, 135.04347826086956, 135.03174603174602, 130.23333333333332, 91.97674418604652, 151.1860465116279, 156.125, 126.52777777777777, 118.01886792452831, 123.53703703703704, 127.87037037037037, 121.96491228070175, 99.22222222222223, 134.4814814814815, 138.23076923076923, 150.63934426229508, 134.61904761904762, 150.64444444444445, 143.48936170212767, 127.38372093023256, 136.6551724137931, 114.53703703703704, 123.30232558139535, 107.14285714285714, 141.91304347826087, 139.08474576271186, 143.36363636363637, 141.57142857142858, 157.4255319148936, 135.6326530612245, 131.8095238095238, 140.3404255319149, 118.42105263157895, 135.78048780487805, 143.62962962962962, 130.9375, 111.69047619047619, 137.60714285714286, 120.47692307692307, 146.79166666666666, 128.80555555555554, 157.8135593220339, 141.57142857142858, 144.2, 129.52631578947367, 130.84931506849315, 150.025, 140.2941176470588, 126.64, 125.11111111111111, 150.15254237288136, 138.9277108433735, 116.93877551020408, 134.0, 122.57471264367815, 139.71428571428572, 167.80555555555554, 150.58490566037736, 140.62790697674419, 119.06153846153846, 129.87142857142857, 114.12765957446808, 143.65573770491804, 164.7058823529412, 137.95652173913044, 149.6888888888889, 136.29032258064515, 133.8125, 125.4090909090909, 99.71794871794872, 141.4878048780488, 108.81395348837209, 139.0185185185185, 131.25581395348837, 122.56666666666666, 131.53125, 117.72093023255815, 140.625, 131.28571428571428, 140.02020202020202, 139.05555555555554, 107.19047619047619, 161.46938775510205, 120.23529411764706, 130.2840909090909, 141.47368421052633, 128.80645161290323, 139.58139534883722, 107.55696202531645, 143.7843137254902, 139.28, 120.36585365853658, 139.7173913043478, 144.32692307692307 
12974536, 186.25, 129.58333333333334, 127.25, 116.48275862068965, 138.95 
4140389, 122.52941176470588, 156.18840579710144, 117.72727272727273, 171.47142857142856, 154.19354838709677, 141.06666666666666, 164.26666666666668, 150.74285714285713, 119.86206896551724, 118.75, 134.45454545454547, 138.27659574468086, 133.82758620689654, 143.88059701492537, 148.20689655172413, 141.3125 
16245199, 166.93333333333334 
34108570, 119.25, 126.88679245283019, 143.10256410256412, 112.2, 148.9607843137255, 108.0, 141.1590909090909, 149.0, 152.53061224489795, 135.77777777777777, 140.55172413793105, 139.04, 93.54838709677419, 132.0, 138.07692307692307, 111.38636363636364, 170.375, 116.80952380952381, 112.61538461538461, 143.91525423728814, 126.79661016949153, 162.52542372881356, 127.70370370370371, 130.0, 148.5909090909091, 98.54545454545455, 127.06666666666666 
22715258, 113.21052631578948, 148.17142857142858, 140.73684210526315 
14168790, 97.11363636363636 
1957449, 135.97619047619048 
22761853, 131.28571428571428 
